year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2019,AMC 8,,16,2019 AMC 8 Problem 16,Qiang drives 15 miles at an average speed of 30 miles per hour. How many additional miles will he have to drive at 55 miles per hour to average 50 miles per hour for the entire trip? (A) 45 (B) 62 (C) 90 (D) 110 (E) 135,D,代数,方程,方程;平均数;速度,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,17,2019 AMC 8 Problem 17,What is the value of the product ((1·3)/(2·2))((2·4)/(3·3))((3·5)/(4·4))...((97·99)/(98·98))((98·100)/(99·99))? (A) (1)/(2) (B) (50)/(99) (C) (9800)/(9801) (D) (100)/(99) (E) 50,B,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,18,2019 AMC 8 Problem 18,"The faces of each of two fair dice are numbered 1, 2, 3, 5, 7, and 8. When the two dice are tossed, what is the probability that their sum will be an even number? (A) (4)/(9) (B) (1)/(2) (C) (5)/(9) (D) (3)/(5) (E) (2)/(3)",C,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,19,2019 AMC 8 Problem 19,"In a tournament there are six teams that play each other twice. A team earns 3 points for a win, 1 point for a draw, and 0 points for a loss. After all the games have been played it turns out that the top three teams earned the same number of total points. What is the greatest possible number of total points for each of the top three teams? (A) 22 (B) 23 (C) 24 (D) 26 (E) 30",C,组合数学,分类讨论,分类讨论;AMC 8,按互斥情形拆分条件，分别求解后合并。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,20,2019 AMC 8 Problem 20,How many different real numbers x satisfy the equation (x^2-5)^2=16? (A) 0 (B) 1 (C) 2 (D) 4 (E) 8,D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,21,2019 AMC 8 Problem 21,"What is the area of the triangle formed by the lines y=5, y=1+x, and y=1-x? (A) 4 (B) 8 (C) 10 (D) 12 (E) 16",E,几何与测量,坐标,坐标;三角形;面积,把图形条件转成坐标差、斜率、距离或面积。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,22,2019 AMC 8 Problem 22,"A store increased the original price of a shirt by a certain percent and then decreased the new price by the same percent. Given that the resulting price was 84% of the original price, by what percent was the price increased and decreased? (A) 16 (B) 20 (C) 28 (D) 36 (E) 40",E,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,23,2019 AMC 8 Problem 23,"After Euclid High School's last basketball game, it was determined that (1)/(4) of the team's points were scored by Alexa and (2)/(7) were scored by Brittany. Chelsea scored 15 points. None of the other 7 team members scored more than 2 points. What was the total number of points scored by the other 7 team members? (A) 10 (B) 11 (C) 12 (D) 13 (E) 14",B,数论,整除,整除;AMC 8,把条件写成整除关系并利用倍数结构筛选。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,24,2019 AMC 8 Problem 24,"In triangle ABC, point D divides side AC so that AD:DC=1:2. Let E be the midpoint of BD and let F be the point of intersection of line BC and line AE. Given that the area of triangle ABC is 360, what is the area of triangle EBF? [图形] (A) 24 (B) 30 (C) 32 (D) 36 (E) 40",B,几何与测量,三角形,三角形;面积,利用三角形的边、角、相似或面积关系求解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,25,2019 AMC 8 Problem 25,Alice has 24 apples. In how many ways can she share them with Becky and Chris so that each of the three people has at least two apples? (A) 105 (B) 114 (C) 190 (D) 210 (E) 380,C,组合数学,计数,计数;AMC 8,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,1,2020 AMC 8 Problem 1,Luka is making lemonade to sell at a school fundraiser. His recipe requires 4 times as much water as sugar and twice as much sugar as lemon juice. He uses 3 cups of lemon juice. How many cups of water does he need? (A) 6 (B) 8 (C) 12 (D) 18 (E) 24,E,算术与数感,比例,比例;AMC 8,设共同份数或比例参数，将各数量写成同一参数的倍数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,2,2020 AMC 8 Problem 2,"Four friends do yardwork for their neighbors over the weekend, earning 15, 20, 25, and 40, respectively. They decide to split their earnings equally among themselves. In total, how much will the friend who earned 40 give to the others? (A) 5 (B) 10 (C) 15 (D) 20 (E) 25",C,算术与数感,应用题,应用题;AMC 8,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,3,2020 AMC 8 Problem 3,"Carrie has a rectangular garden that measures 6 feet by 8 feet. She plants the entire garden with strawberry plants. Carrie is able to plant 4 strawberry plants per square foot, and she harvests an average of 10 strawberries per plant. How many strawberries can she expect to harvest? (A) 560 (B) 960 (C) 1120 (D) 1920 (E) 3840",D,算术与数感,应用题,应用题;正方形;平均数,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,4,2020 AMC 8 Problem 4,Three hexagons of increasing size are shown below. Suppose the dot pattern continues so that each successive hexagon contains one more band of dots. How many dots are in the next hexagonal? [图形] (A) 35 (B) 37 (C) 39 (D) 43 (E) 49,B,代数,模式规律,模式规律;AMC 8,从重复或递推结构中确定周期和增长规律。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,5,2020 AMC 8 Problem 5,Three fourths of a pitcher is filled with pineapple juice. The pitcher is emptied by pouring an equal amount of juice into each of 5 cups. What percent of the total capacity of the pitcher did each cup receive? (A) 5 (B) 10 (C) 15 (D) 20 (E) 25,C,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,6,2020 AMC 8 Problem 6,"Aaron, Darren, Karen, Maren, and Sharon rode on a small train that has five cars that seat one person each. Maren sat in the last car. Aaron sat directly behind Sharon. Darren sat in one of the cars in front of Aaron. At least one person sat between Karen and Darren. Who sat in the middle car? (A) Aaron (B) Darren (C) Karen (D) Maren (E) Sharon",A,组合数学,排列组合,排列组合;AMC 8,按位置或对象分组，处理相邻、捆绑等排列限制。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,7,2020 AMC 8 Problem 7,"How many integers between 2020 and 2400 have four distinct digits arranged in increasing order? (For example, 2347 is one integer.) (A) 9 (B) 10 (C) 15 (D) 21 (E) 28",C,组合数学,计数,计数;数字;排列,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,8,2020 AMC 8 Problem 8,"Ricardo has 2020 coins, some of which are pennies ( 1 -cent coins) and the rest of which are nickels ( 5 -cent coins). He has at least one penny and at least one nickel. What is the difference in cents between the greatest possible and least possible amounts of money that Ricardo can have? (A) 8062 (B) 8068 (C) 8072 (D) 8076 (E) 8082",C,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,9,2020 AMC 8 Problem 9,"Akash's birthday cake is in the form of a 4 × 4 × 4 inch cube. The cake has icing on the top and the four side faces, and no icing on the bottom. Suppose the cake is cut into 64 smaller cubes, each measuring 1 × 1 × 1 inch, as shown below. How many small pieces will have icing on exactly two sides? [图形] (A) 12 (B) 16 (C) 18 (D) 20 (E) 24",D,几何与测量,空间几何,空间几何;立方体,根据立体的面、棱、截面或展开图分析空间关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,10,2020 AMC 8 Problem 10,"Zara has a collection of 4 marbles: an Aggie, a Bumblebee, a Steelie, and a Tiger. She wants to display them in a row on a shelf, but does not want to put the Steelie and the Tiger next to one another. In how many ways can she do this? (A) 6 (B) 8 (C) 12 (D) 18 (E) 24",C,组合数学,排列组合,排列组合;AMC 8,按位置或对象分组，处理相邻、捆绑等排列限制。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,11,2020 AMC 8 Problem 11,"After school, Maya and Naomi headed to the beach, 6 miles away. Maya decided to bike while Naomi took a bus. The graph below shows their journeys, indicating the time and distance traveled. What was the difference, in miles per hour, between Naomi's and Maya's average speeds? [图形] (A) 6 (B) 12 (C) 18 (D) 20 (E) 24",E,概率与统计,图表与数据,图表与数据;平均数;图表;速度,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,12,2020 AMC 8 Problem 12,"For a positive integer n, the factorial notation n! represents the product of the integers from n to 1. (For example, 6! = 6 · 5 · 4 · 3 · 2 · 1.) What value of N satisfies the following equation? 5! · 9! = 12 · N! (A) 10 (B) 11 (C) 12 (D) 13 (E) 14",A,数论,因数与倍数,因数与倍数;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,13,2020 AMC 8 Problem 13,"Jamal has a drawer containing 6 green socks, 18 purple socks, and 12 orange socks. After adding more purple socks, Jamal noticed that there is now a 60% chance that a sock randomly selected from the drawer is purple. How many purple socks did Jamal add? (A) 6 (B) 9 (C) 12 (D) 18 (E) 24",B,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,14,2020 AMC 8 Problem 14,"There are 20 cities in the County of Newton. Their populations are shown in the bar chart below. The average population of all the cities is indicated by the horizontal dashed line. Which of the following is closest to the total population of all 20 cities? [图形] (A) 65,000 (B) 75,000 (C) 85,000 (D) 95,000 (E) 105,000",D,概率与统计,图表与数据,图表与数据;平均数,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,15,2020 AMC 8 Problem 15,Suppose 15% of x equals 20% of y. What percentage of x is y? (A) 5 (B) 35 (C) 75 (D) 133 13 (E) 300,C,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,16,2020 AMC 8 Problem 16,"Each of the points A,B,C,D,E, and F in the figure below represents a different digit from 1 to 6. Each of the five lines shown passes through some of these points. The digits along each line are added to produce five sums, one for each line. The total of the five sums is 47. What is the digit represented by B? [图形] (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",E,组合数学,计数,计数;数字,建立不重不漏的分类或递推计数。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,17,2020 AMC 8 Problem 17,"How many factors of 2020 have more than 3 factors? (As an example, 12 has 6 factors, namely 1, 2, 3, 4, 6, and 12. ) (A) 6 (B) 7 (C) 8 (D) 9 (E) 10",B,数论,因数与倍数,因数与倍数;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,18,2020 AMC 8 Problem 18,"Rectangle ABCD is inscribed in a semicircle with diameter FE, as shown in the figure. Let DA=16, and let FD=AE=9. What is the area of ABCD? [图形] (A) 240 (B) 248 (C) 256 (D) 264 (E) 272",A,几何与测量,圆,圆;矩形;面积,利用半径、弧、扇形或圆与多边形的面积关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,19,2020 AMC 8 Problem 19,"A number is called flippy if its digits alternate between two distinct digits. For example, 2020 and 37373 are flippy, but 3883 and 123123 are not. How many five-digit flippy numbers are divisible by 15? (A) 3 (B) 4 (C) 5 (D) 6 (E) 8",B,数论,数字问题,数字问题;数字,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,20,2020 AMC 8 Problem 20,A scientist recorded the integer heights of 5 trees in a row. Each tree was either twice or half as tall as the tree immediately to its right. Her damaged table shows Tree 2 is 11 meters and the average height is a number ending in .2 meters; the other entries are blank. What was the average height? [图形] (A) 22.2 (B) 24.2 (C) 33.2 (D) 35.2 (E) 37.2,B,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,21,2020 AMC 8 Problem 21,A game board consists of 64 squares that alternate in color between black and white. The figure below shows square P in the bottom row and square Q in the top row. A marker is placed at P. A step consists of moving the marker onto one of the adjoining white squares in the row above. How many 7 -step paths are there from P to Q? (The figure shows a sample path.) [图形] (A) 28 (B) 30 (C) 32 (D) 33 (E) 35,A,组合数学,计数,计数;正方形,建立不重不漏的分类或递推计数。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,22,2020 AMC 8 Problem 22,"A machine sends an even positive integer N to N/2 and an odd positive integer N to 3N+1. Starting from 7, six applications give 7 → 22 → 11 → 34 → 17 → 52 → 26. For every positive integer N whose sixth output is 1, what is the sum of all possible starting values N? [图形] (A) 73 (B) 74 (C) 75 (D) 82 (E) 83",E,代数,函数初步,函数初步;AMC 8,把输入输出规则写成函数并顺向或逆向追踪。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,23,2020 AMC 8 Problem 23,Five different awards are to be given to three students. Each student will receive at least one award. In how many different ways can the awards be distributed? (A) 120 (B) 150 (C) 180 (D) 210 (E) 240,B,组合数学,计数,计数;AMC 8,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,24,2020 AMC 8 Problem 24,"A large square region is paved with n^2 gray square tiles, each measuring s inches on a side. A border d inches wide surrounds each tile. The figure below shows the case for n=3. When n=24, the 576 gray tiles cover 64% of the area of the large square region. What is the ratio (d)/(s) for this larger value of n? [图形] (A) 625 (B) 14 (C) 925 (D) 716 (E) 916",A,几何与测量,面积,面积;正方形;比例,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,25,2020 AMC 8 Problem 25,"Rectangles R_1 and R_2, and squares S_1, S_2, and S_3, shown below, combine to form a rectangle that is 3322 units wide and 2020 units high. What is the side length of S_2 in units? [图形] (A) 651 (B) 655 (C) 656 (D) 662 (E) 666",A,几何与测量,面积,面积;正方形;矩形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,1,2022 AMC 8 Problem 1,"The Math Team designed a logo shaped like a multiplication symbol, shown below on a grid of 1-inch squares. What is the area of the logo in square inches? [图形] (A) 10 (B) 12 (C) 13 (D) 14 (E) 15",A,几何与测量,面积,面积;正方形;网格,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,2,2022 AMC 8 Problem 2,Consider these two operations: a ◆ b = a^2-b^2 a ★ b = (a - b)^2 What is the value of (5 ◆ 3) ★ 6? (A) -20 (B) 4 (C) 16 (D) 100 (E) 220,D,代数,表达式,表达式;比例,按定义代入并利用代数结构化简表达式。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,3,2022 AMC 8 Problem 3,"When three positive integers a, b, and c are multiplied together, their product is 100. Suppose a < b < c. In how many ways can the numbers be chosen? (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",E,数论,因数与倍数,因数与倍数;AMC 8,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,4,2022 AMC 8 Problem 4,The letter M in the figure below is first reflected over the line q and then reflected over the line p. What is the resulting image? [图形] (A) 图形选项 A (B) 图形选项 B (C) 图形选项 C (D) 图形选项 D (E) 图形选项 E,E,几何与测量,图形变换,图形变换;AMC 8,逐步追踪反射、折叠、旋转后的对应位置。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；A-E 为图形选项；文本保留选项标签，具体图形见原题 PDF 或 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,5,2022 AMC 8 Problem 5,"Anna and Bella are celebrating their birthdays together. Five years ago, when Bella turned 6 years old, she received a newborn kitten as a birthday present. Today the sum of the ages of the two children and the kitten is 30 years. How many years older than Bella is Anna? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",C,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,6,2022 AMC 8 Problem 6,"Three positive integers are equally spaced on a number line. The middle number is 15, and the largest number is 4 times the smallest number. What is the smallest of these three numbers? (A) 4 (B) 5 (C) 6 (D) 7 (E) 8",C,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,7,2022 AMC 8 Problem 7,"When the World Wide Web first became popular in the 1990 s, download speeds reached a maximum of about 56 kilobits per second. Approximately how many minutes would the download of a 4.2 -megabyte song have taken at that speed? (Note that there are 8000 kilobits in a megabyte.) (A) 0.6 (B) 10 (C) 1800 (D) 7200 (E) 36000",B,算术与数感,单位换算,单位换算;速度,先统一单位，再进行数量计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,8,2022 AMC 8 Problem 8,What is the value of (1)/(3)·(2)/(4)·(3)/(5)...(18)/(20)·(19)/(21)·(20)/(22)? (A) (1)/(462) (B) (1)/(231) (C) (1)/(132) (D) (2)/(213) (E) (1)/(22),B,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,9,2022 AMC 8 Problem 9,"A cup of boiling water ( 212°F ) is placed to cool in a room whose temperature remains constant at 68°F. Suppose the difference between the water temperature and the room temperature is halved every 5 minutes. What is the water temperature, in degrees Fahrenheit, after 15 minutes? (A) 77 (B) 86 (C) 92 (D) 98 (E) 104",B,代数,数列,数列;AMC 8,识别相邻项或项号之间的规律，再求指定项或总和。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,10,2022 AMC 8 Problem 10,"One sunny day, Ling decided to take a hike in the mountains. She left her house at 8 am, drove at a constant speed of 45 miles per hour, and arrived at the hiking trail at 10 am. After hiking for 3 hours, Ling drove home at a constant speed of 60 miles per hour. Which of the following graphs best illustrates the distance between Ling’s car and her house over the course of her trip? [图形] (A) 图形选项 A (B) 图形选项 B (C) 图形选项 C (D) 图形选项 D (E) 图形选项 E",E,概率与统计,图表与数据,图表与数据;图表;速度,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；A-E 为图形选项；文本保留选项标签，具体图形见原题 PDF 或 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,11,2022 AMC 8 Problem 11,"Henry the donkey has a very long piece of pasta. He takes a number of bites of pasta, each time eating 3 inches of pasta from the middle of one piece. In the end, he has 10 pieces of pasta whose total length is 17 inches. How long, in inches, was the piece of pasta he started with? (A) 34 (B) 38 (C) 41 (D) 44 (E) 47",D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,12,2022 AMC 8 Problem 12,"The arrows on the two spinners shown below are spun. Let the number N equal 10 times the number on Spinner A, added to the number on Spinner B. What is the probability that N is a perfect square number? [图形] (A) (1)/(16) (B) (1)/(8) (C) (1)/(4) (D) (3)/(8) (E) (1)/(2)",B,概率与统计,概率,概率;正方形,确定等可能样本空间，计数有利结果并求比值。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,13,2022 AMC 8 Problem 13,"How many positive integers can fill the blank in the sentence below? “One positive integer is _____ more than twice another, and the sum of the two numbers is 28.” (A) 6 (B) 7 (C) 8 (D) 9 (E) 10",D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,14,2022 AMC 8 Problem 14,In how many ways can the letters in BEEKEEPER be rearranged so that two or more E s do not appear together? (A) 1 (B) 4 (C) 12 (D) 24 (E) 120,D,组合数学,排列组合,排列组合;排列,按位置或对象分组，处理相邻、捆绑等排列限制。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,15,2022 AMC 8 Problem 15,"Laszlo went online to shop for black pepper and found thirty different black pepper options varying in weight and price, shown in the scatter plot below. In ounces, what is the weight of the pepper that offers the lowest price per ounce? [图形] (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",C,概率与统计,图表与数据,图表与数据;AMC 8,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,16,2022 AMC 8 Problem 16,"Four numbers are written in a row. The average of the first two is 21, the average of the middle two is 26, and the average of the last two is 30. What is the average of the first and last of the numbers? (A) 24 (B) 25 (C) 26 (D) 27 (E) 28",B,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,17,2022 AMC 8 Problem 17,"If n is an even positive integer, the double factorial notation n!! represents the product of all the even integers from 2 to n. For example, 8!! = 2 · 4 · 6 · 8. What is the units digit of the following sum? 2!! + 4!! + 6!! +... + 2018!! + 2020!! + 2022!! (A) 0 (B) 2 (C) 4 (D) 6 (E) 8",B,数论,数字问题,数字问题;数字;因数,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,18,2022 AMC 8 Problem 18,"The midpoints of the four sides of a rectangle are (-3,0), (2,0), (5,4), and (0,4). What is the area of the rectangle? (A) 20 (B) 25 (C) 40 (D) 50 (E) 80",C,几何与测量,坐标,坐标;矩形;面积,把图形条件转成坐标差、斜率、距离或面积。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,19,2022 AMC 8 Problem 19,"Mr. Ramos gave a test to his class of 20 students. The dot plot below shows the distribution of test scores. [图形] Later Mr. Ramos discovered that there was a scoring error on one of the questions. He regraded the tests, awarding some of the students 5 extra points, which increased the median test score to 85. What is the minimum number of students who received extra points? (Note that the median test score equals the average of the 2 scores in the middle if the 20 test scores are arranged in increasing order.) (A) 2 (B) 3 (C) 4 (D) 5 (E) 6",C,概率与统计,图表与数据,图表与数据;平均数;中位数;排列,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,20,2022 AMC 8 Problem 20,The grid below is to be filled with integers in such a way that the sum of the numbers in each row and the sum of the numbers in each column are the same. Four numbers are missing. The number x in the lower left corner is larger than the other three missing numbers. What is the smallest possible value of x? [图形] (A) -1 (B) 5 (C) 6 (D) 8 (E) 9,D,代数,方程,方程;网格,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,21,2022 AMC 8 Problem 21,"Steph scored 15 baskets out of 20 attempts in the first half of a game, and 10 baskets out of 10 attempts in the second half. Candace took 12 attempts in the first half and 18 attempts in the second. In each half, Steph scored a higher percentage of baskets than Candace. Surprisingly they ended with the same overall percentage of baskets scored. How many more baskets did Candace score in the second half than in the first? [图形] (A) 7 (B) 8 (C) 9 (D) 10 (E) 11",C,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
